seoul	jeju
맵게 해갖고 간장 조림한 걸로 시켜야지.	맵게 해갖고 간장 조림핸 걸로 시켜야지.
명절 때 쯤 해서 그거 떡국도 끓여먹고 사골도 먹고 그렇게 해야	명절 때 쯤 행이네 그거 떡국도 끓여먹고 사골도 먹고 경해사
옛날에는 꼭 사골로만 떡국 끓였어.	옛날에는 꼭 사골로만 떡국 끓였주.
이렇게 	영 
쫄깃쫄깃한 거	쫄깃쫄깃한* 거
오리지날 떡 해서 요런 포장해서 딱 압축해 놓은 거 있어. 그거 맛 좋아. 금방 쌀로만 한거라 아주 맛 좋아.	오리지날 떡 행이네 요런 포장행이네 딱 압축해 놓은 거 있어. 그거 맛 좋아. 금방 쌀로만 핸거라 아주 맛 좋아.
넘쳐서 그거 요런 팩에 오륙천에 나온 거 그거 하나 사다놓고 하면 되지.	넘쳥이네 그거 요런 팩에 오륙천에 나온 거 그거 하나 사다놓고 하면 되주.
칠십 돼봐.	칠십 돼보라게.
아니 그러고 말이에요.	아니 그러고 마씨.
그래.	겅.
없던데 말입니다?	없던데 마씨?
사과 이만한 거 몇 개들은 거 한 구천 구백 원 그러잖아요.	사과 이만한 거 맻 개들은 거 한 구천 구백 원 그러잖아요.
거의 초코파이 있다가 뒀다가 먹어야 돼.	거의 초코파이 이땅 뒀당 먹어야 돼.
이거 하면서 먹을라니까 부시럭 거리면서 소리나니까 안 되는구나? 그렇지?	이거 하면서 먹을라니까 부시럭 거리면서 소리나니까 안 되는구나이? 기지?
나라에서 주는 거. 그래서 부자 됐다니까? 계란 한 판. 휴지	나라에서 주는 거. 경해난 부자 됐다니까? 계란 한 판. 휴지
아 그것도 돈 십만원어치 들 것 같더라. 그렇게 나온 것이.	아 그것도 돈 십만원어치 듬직하드라. 겅 나온 게.
미역국 된장국 뭐 아까 그 아줌마 한 보따리 줘서.	미역국 된장국 뭐 아까 그 아줌마 한 보따리 줭이네.
혼자 있으니까 가져 가서 잡수시래.	혼자 있으니까 가져 강 잡수시래.
물티슈에서부터 필요한 거 다 주는 거야.	물티시서부터 필요한 거 다 주는 거야.
공항에서 줍니까?	공항에서 줘마씨?
아니 나라에서 줍니다.	아니 나라에서 마씨.
아니 그게 어디서 받아 왔어 그거를?	아니 그게 어디서 받아 와서 그거를?
좋은 나라 그러니까 아주 한 한 보따리 가족들 주더라니까	좋은 나라 게난이 아주 한 한 보따리 가족들 주더라니까
그 안에서 그것만 먹고 있으라고 그래서 그거 아까 그 할머니 김치도 없을 거라고 하면서	그 안에서 그것만 먹고 있으라고 경해난 그거 아까 그 할망 김치도 없을 거옌 하*멍
이것저것 챙겨 줬어.	이것저것 챙겨 줜.
치매가 치매인지 아닌지도 몰라 근데 그냥 우리는 반신불구 되서 이렇게 뇌경색으로 쓰러지니까 이렇게 장애 등급만 해 가지고	치매가 치매인지 아닌지도 몰라 근데 그냥 우리는 반신불구 되난 이렇게 뇌경색으로 쓰러지니까 이렇게 장애 등급만 해 가지고
했는데 치매까지 나와버렸어	해신디 치매까지 나와부런
막 이거도정 말 잘 말하는 사람이	막 이거도정 말 잘 곧는 사람이
그 담당자 딱 오니까요 일 이 삼 사 세보세요 하니까 다섯	그 담당자 딱 오니까예 일 이 삼 사 세봅서 하니까 다섯
이아이 닮아난요만	야이 닮아난요만
여기 여기 저기 죽은 아들 집입니까 누구네 집입니까 여기 집 누구네 집입니까 물어보잖아 그러면	여기 여기 저기 죽은 아들 집이과 누구네 집이꽈 여기 집 누구네 집이꽈 물어보잖아 그믄
우리 집 어디있습니까 하면	우리 집 어딧수과 하면
거느릴 수가 없는 옹포가 나오고 막 허절행 말을 막 말하더라고	거느릴 수가 없는 옹포가 나오고 막 허절행 말을 막 고라드라고
난 옆에서 어머니 말 잘 말해봐 막 그렇게해서 막 하고 막 그처럼 하니까는	난 옆에서 어머니 말 잘 골아봐 막 겅해도 막 하고 막 그추륵 행게만은
치매까지 있어서 가보니까 또 팬돌엥 해버렸어	치매까지 이시멍 가보니까 또 팬돌엥 해부런
잘됬네	잘됬신게
우리 어머님과 같이 그렇게 하다가 사람와버리면 너무 똑똑해 그 사람이 놀랄 정도로 뭐 곱하기 뭣을 하니까 확	우리 어머님과 같이 경 하당 사람와불면 너무 똑똑해 그 사람이 놀랄 정도로 뭐 곱하기 뭣을 하니까 확
거기 또 그렇게 더하기 하라고해서	거기 또 그렇게 더하기 하랜하난
막 화내더라고	막 구해내더라구
막 그런 거 시켰다고 하면서 막 화낸거야 그랬더만은 예 예 했는데 또	막 그런 거 시켬댄 허멍 막 구해낸게만은 그랬더만은 예 예 해신디 또
이제 나 혹시 어머님 몇 더하기 몇 하니까 확 말하더라	이제 나 혹시 어머님 몇 더하기 몇 하니까 확 곧더라
왜 아까 대답 못했어 언제 물어봤어 이러는 거야	무사 아까 대답 몬핸 언제 물어봐신 이러는거라 
 그러니까	 게난
야이 장으네 언제 물어봤냐고	야이 장으네 언제 물어봤시냐고
막 성질 내버리는거야	막 성질 내버린거라
우리 어머니도 우리 영감 무겐없으면 아이고 알아 질거도 같기도 하다만은 모르겠어	우리 어멍도 우리 영감 무겐어시면 아이고 알아 질거도 닮기도 하다만은 모를켜
그렇게 말하거든 어떨 때는 내가가도 어머니 나  하면	경 곧거든 어떨 때는 내가가도 어머니 나  하면
아이고 아이고 본것도 같다 그런데 잘 몰라 그렇게해서 그러던 사람이 딱 하나 모르는거 집 주소만 몰라	아이고 아이고 봔한것도 닮다 그런데 잘 모를켜 겅허여 겅허던 사람이 딱 하나 모른거 집 주소만 몰라
집 주소를 몰라버렸어	집 주소를 몰라부런
그랬는데	게신디
밝아지니까 좋긴하다만은	밝아지난 좋긴하다만은
막 밝아졌어	막 밝아젼
아이고 이제 아버지 없으니까 그게 더 심해지지	아이고 이제 아버지 어시난 그게 더 심해지주게
그랬는데 아버지 돌아가신 후 막 밝아졌어	게신디 아버지 돌아가신 후 막 밝아졌어
아버지 없으니까 뭐 이제 젊은 아가씨로 돌아간거 아니야	아버지 어서부난 뭐 이제 젊은 아가씨로 돌아간거 아니
아 그래?	아 기?
그러니까 그래	게난 기
그러니까	게난
아이고 어저께 우리동생 그거 봤어 우리 언니는 아이고 어머니 교육 잘시키거라 하면서	아이고 어저께 우리동생 그거 봔 우리 언니는 아이고 어머니 교육 잘시키거라 하면서
우리도 그 밴드에 다 올리잖아 어머니는요 분명 교육을 시켜도 그때되면 막 똑똑한것처럼 분명	우리도 그 밴드에 다 올리잖아 어머니는예 분명 교육을 시켜도 그때되면 막 요망진추륵 분명
막 분명 그렇게 대답할꺼여 그렇게 했다고하니까 #게 #메 그런 생각 들어라 진짜	막 분명 경 대답할꺼여 경 했댄하난 게 메 경 생각 들어라 진짜
어머니 #양 이그러지기가 이그러지기가 #양 그렇게 도	어머니 양 이그러지기가 이그러지기가 양 경 도
이그러질수가 없습니다	이그러질수가 어수다
시키지 않으니까	시키지 않앙게
시키지 않은 이그러짐 시키지 않으니까	시키지 않은 이그러짐 시키지 않은게
시켜서 들으면 얼마나 착해	시켜그네 들음신 얼마나 착해
그랬는데 지금도 그렇게 보면 막 그 요번에는 그 유썹 있잖아 요즘에 그 유썹이 알맹이 익을 때잖아 그거 우리 	게신디 지금도 강 보면 막 그 요번에는 그 유썹 있잖아 요즘에 그 유썹이 알맹이 익을 때잖아 그거 우리 
어머니가 나중에 장아찌 담자고 이거 놔두세요 놔두세요 하니까	어머니가 나중에 장아찌 담젠 이거 놔둡서 놔둡서 하난
우리 큰 언니가 어머니 이거 매부칸 하니까 이거 가 쓴다고하니 놔두세요	우리 큰 언니가 어머니 이거 매부칸 하니까 이거 가 쓰켄하난 놔둡서
놔두세요 했는데 나중에 집에오니까 복기매다놘	놔둡서 해시난 나중에 집에와분게 복기매다놘
뽀득뽀득 씻어서 매우 맛있어	뽀득뽀득 씻엉으네 잘도 맛있어
그러니까	게난
그 제핏 나무 있잖아요 제피 제핏낭	그 제핏낭 
그거요 장아찌 만들어봐바 그것도 맛 좋아 예 제피썹	그거예 장아찌 만들어봐바 그것도 맛 좋아 예 제피썹
거 완전 맛좋아 그거는 장아찌보다 된장 박아놓면 더 맛 좋아 된장에 박아 놓면 여름엔 그 반찬 만큼 좋은 게 없어	거 완전 맛좋아 그거는 장아찌보다 된장 박아놓면 더 맛 좋아 된장에 박아 놓면 여름엔 그 반찬 만큼 좋은 게 어서
입맛 다실 때 그거 하나 난 작년엔 해 먹었는데 올해는 그 제핏섭 털러 갈 시간도 없어라	입맛 다실 때 그거 하나 난 작년엔 해 먹었는데 올해는 그 제핏섭 털엉으네 갈 시간도 없어라
연한 걸론 장아찌 만들어 먹고 그다음에 제핏섭 좀 막 세긴 해서 한 거 있어요 그걸 하면	연한 걸론 장아찌 만들어 먹고 그다음에 제핏섭 좀 막 세긴 영으네 한 거 있어요 그걸 하면
그가 막 타서	그가 막 타다그네
좀 이걸로 하나 타면	좀 이걸로 하나 타믄
소주 그 저기 가면 소주 한 병	소주 그 저기 가믄 소주 한 병
일반 소주에 이거 이 마대자루로 저	일반 소주에 이거 이 마달이로 저
삼만양 그거 하나만 씻어	삼만양 그거 하나만 씻궈
물기 쏵 뺀 다음	물기 쏵 빼놘 다음
소주 #영 그거를 푹 끓여 끓여서 식혀 식혀서 국물만 따라 국물만 따라서 냉장고에 놓으면 그걸로 가글	소주영  그거난 푹 끓여 끓영으네 식혀 식형으네 국물만 따라 국물만 따랑 냉장고에 놓으면 겅행으네 가글
하나도 안 나 날 것 같이 이렇게 혓 바늘 막 속에 그거 혀까시 세까시 하얗게 #영 해 그렇게 하잖아 응 그거 곪잖아 그러면	하나도 안 나 날 것 같이 이렇게 혓 바늘 막 속에 그거 혀까시 세까시 하얗게 영 해 그렇게 하잖아 응 그거 곪잖아 겅하먼
그거 #영 혓가시 날 때 그걸로 보글보글 #영 하면 확 쏟거든	그거 영 혓가시 날 때 그걸로 보글보글 영 하면 확 쏟거든
그러면 잇몸이고 이빨 아픈거고 뭐 이런거 시리고 이런거 하나도 없어	그러면 잇몸이고 이빨 아픈거고 뭐 이런거 시리고 이런거 하나도 어서
아 저 식혀	아 저 시경
소주에만 끓여서 식히기만 하면 되는거	소주에만 끌영 식히기만 하면 되는거
식혀서 그거 냉장고에 놔두면 꺼내서 가글가글 해서 버리면 그게 천연가글 완전 좋아	식형으네 그거 냉장고에 놔두멍 꺼냉으네 가글가글 행 버리면 그게 천연가글 완전 좋아
우리 그거 해당 #양 놔뒀다가요	우리 그거 해당 양 놔뒀당양
나도 그거 우리 눈났다고 하잖아	나도 그거 우리 눈났댄 하잖아
확 저녁에 나버리고 그렇게하잖아 나면 또 빨리 죽지도 않은거야	확 저녁에 나불고 겅하잖아 나면 또 빨리 죽지도 않은거야
그러면 이제 말 말할때도 그게 건드려지고	그러면 이제 말 고를때도 그게 건드려지고
그렇게하면 그거를 가글가글 하면요 한 이틀지나면 없어져버려	겅허면 그거를 가글가글 하면예 한 이틀지나면 없어져부런
난 어제 껌십다가 자꾸 한번 한번 씹으니까 이건 또 한번 씹어놓으면 계속 씹어지네 여기 톡톡 씹어져	난 어제 껌씹단 자꾸 한번 한번 씹으난 이건 또 한번 씹어나면 계속 씹어지네 여기 톡톡 씹어져
내가 그래 내가	나가 경해 나가
내가 보면 입에 그거 혓가시가 잘 나 #게	나가 보면 입에 그거 세까시가 잘 나게 
생 거 많이 돋아지거든 이거로 하나 돋아지거든 쏘주 한 병 넣고 #게	생 거 많이 또다지걸랑 이거로 하나 또다지걸랑 쏘주 한 병 넣고게 
과실주용 아니야 그냥 소주도 그런거 파나	과실주용 아니 그냥 소주도 그런거 파나
그래 그걸로 해서 해버려	그래 그걸로 행으네 해부러
쉬진 않아 오래둬도 소주니까 술이니까	쉬진 않허여 오래둬도 소주난 술이난
그래서 이제 바께꺼네기하면 보글보글 하면 입에 상처가 있거나	행으네 이제 바께꺼네기하면 보글보글 하면 입에 상처가 있거나
염증이 있거나 #영 하면요 그거 부으면 하면 팍 쏴 와지직 해 그래가지고 그냥 퉤 해버리면 그다음엔 그냥 썩은거 같아도	염증이 있거나 영 허면양 그거 부으카젠 하면 팍 쏴 와지직 허여 겅행으네 그냥 퉤 해불면 그다음엔 그냥 썩은거 닮아도
그냥 그냥 그냥 물어 있으면 느낌 좋아 그냥 어떻게 안해	그냥 그냥 그냥 물어 있으면 느낌 좋아 그냥 어떵 안해
했는데 그거 한 몇 번 하면 완전 좋아	해신디 그거 한 몇 번 하면 완전 좋아
산에 등산 가게는 케서 와	산에 등산 가게는 케당 와
산에 가자 나도 올해는 난 작년에는 그거 따다가 된장 박았어	산에 가젬서 나도 올해는 난 작년에는 그거 터다단 된장 박안
아니라 거 저 삼다수길 아니 관음사길 가면 거기는 제피 나무들이 작아요 막 털기 좋아	아니라 거 저 삼다수길 아니 관음사길 가면 거기는 제피낭 들이 쪽아게 막 텁기 좋아
아 조금은 뭐 몇 개 털꺼 있나	아 조금은 뭐 몇 개 토들꺼 이시난
아니야	아니라하멘
난 #양 그 제피 나무 찾아서 천하오름이니 어디니 낮은데로 없습디다	난 양 그 제피낭  촛아양 천하오름이니 어디니 낮은데로 어십디다
노꼬메 괴물오름은 안가고 막 그때 했다고해서 간거야	노꼬메 괴물오름은 안가고 막 그때 핫댄행 간거라
없어 없어	어선게 어서
참제피는 그때 관음사 길이 완전 많아	참제피는 그때 관음사 길이 완전 하
참제피 관음사길 막 많아	참제피 관음사길 막 하
저기 자기가 잇몸이 막 #영 곪아가지고 막	저기 자기가 잇몸이 막 영 곪앙으네 막
그랬대 그러면 그거 하면 좋다고 하면 하니까 그렇게 말해주니 말해준	경했대 그러면 그거 하면 좋댄 하면 하니까 겅 고라주난 고라준
값으로 지가 해다줄께 해서 제피나무를요 호미로 작작 배어왔더라고	값으로 지가 해다주캔 행 제피낭을예 호미로 작작 배어왔더라고
이제 또 제피 나무은 있을껀데 싹 있을껀데 이제라도 타로가면 될꺼야	이제 또 제피낭 은 이실껀데 썹 이실껀데 이제라도 타로가면 될껀게
